,LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
548,-82.94747,30.517307000000002,104,se martin luther king dr,,JASPER,HAMILTON,fl,32052,,2967242886ef9d3a
549,-82.947777,30.517341,108,sw martin luther king dr,,JASPER,HAMILTON,fl,32052,,58dfe648866ddb70
550,-82.46090790000001,27.981755600000003,100,e  martin luther king blvd,,TAMPA,HILLSBOROUGH,fl,33603,,564a7e947395ecf7
551,-82.4606113,27.9813679,100,w  martin luther king blvd,,TAMPA,HILLSBOROUGH,fl,33603,,b41470bf4f0a71a8
552,-85.67821500000001,30.790229800000002,201,martin luther king ave,,BONIFAY,HOLMES,fl,32425,,09287d479e11ac79
553,-83.771158,30.579240999999996,39,luther fountain rd,,MONTICELLO,JEFFERSON,fl,32344,,8369adc4c183eb51
554,-83.705641,30.281499,8105,luther wilson rd,,GREENVILLE,JEFFERSON,fl,32331,,37f6f25e2a515c98
555,-83.63253399999999,30.458153999999997,144,sw martin luther king st,,GREENVILLE,JEFFERSON,fl,32331,,1e1f230392b00b44
556,-84.571337,30.418262,2995,luther hall rd,,TALLAHASSEE,LEON,fl,32310,,e64f7ba09c84dfa5
557,-83.3735401,30.4622005,288,se luther dr,,MADISON,MADISON,fl,32340,,473b752ed0cbcba6
558,-80.25284,27.19394,1,se martin luther king jr blvd,,STUART,MARTIN,fl,34994,,ce9883d89a8b3997
559,-81.82661,30.5733965,618597,dr martin luther king jr ave,,CALLAHAN,NASSAU,fl,32011,,022aa4010701b35c
560,-81.44344,28.261703999999998,1601,luther ln,,KISSIMMEE,OSCEOLA,fl,34746,,de4b1946db1af109
561,-80.66783000000001,26.682240000000004,1,dr martin luther king jr blvd e,,BELLE GLADE,PALM BEACH,fl,33430,,d491f5309b31c8d5
562,-80.66833199999999,26.682238,40,dr martin luther king jr blvd w,,BELLE GLADE,PALM BEACH,fl,33430,,9d335ba1580cecba
563,-80.06383050000001,26.535844300000004,100,e  martin luther king jr blvd,,BOYNTON BEACH,PALM BEACH,fl,33435,,d41fb76d05fc6555
564,-80.0647346,26.5362898,111,w  martin luther king jr blvd,,BOYNTON BEACH,PALM BEACH,fl,33435,,ad7fad320df45c09
565,-82.64666,27.771465999999997,16,dr martin luther king jr st n,,ST PETERSBURG,PINELLAS,fl,33705,,8a4282b1a134271e
566,-82.646658,27.770937,25,dr martin luther king jr st s,,ST PETERSBURG,PINELLAS,fl,33705,,7b6146557cf43f7c
567,-82.646328,27.7650821,524,s  dr martin luther king jr st,,ST PETERSBURG,PINELLAS,fl,33705,,02b1f732e026f9e1
568,-82.7920568,27.9801104,1434,martin luther king jr ave n,,CLEARWATER,PINELLAS,fl,33755,,65e29317e977564c
569,-82.791756,27.966755,107,n  martin luther king jr ave,,CLEARWATER,PINELLAS,fl,33755,,62bef871d5da151e
570,-82.791776,27.964655,115,s  martin luther king jr ave,,CLEARWATER,PINELLAS,fl,33756,,9e8da1df5c0cee03
571,-82.755513,28.14132,112,e  martin luther king jr dr,,TARPON SPRINGS,PINELLAS,fl,34689,,1bd2ad913ab59bed
572,-82.756651,28.14132,3,w  martin luther king jr dr,,TARPON SPRINGS,PINELLAS,fl,34689,,1304cea69e5d0a10
573,-81.59368,27.902116999999997,118,dr martin luther king jr blvd n,,LAKE WALES,POLK,fl,33853,,622416f204c262c2
574,-81.5936,27.9004,21,dr martin luther king jr blvd s,,LAKE WALES,POLK,fl,33853,,683e9cdaa6771282
575,-81.921578,28.12401,35,lake luther dr,,LAKELAND,POLK,fl,33805,,9ff2595f73e06264
576,-81.926,28.110266999999997,5260,lake luther rd,,LAKELAND,POLK,fl,33805,,9288e65d87efdb02
577,-81.7205346,28.099430600000005,550,martin luther king jr st,,LAKE ALFRED,POLK,fl,33850,,f36163213c72e8f2
578,-87.17963,30.662461999999998,3433,luther fowler rd,,PACE,SANTA ROSA,fl,32571,,25fd12fb9d98b927
579,-81.475425,29.674758,5025,luther beck rd,,HASTINGS,ST JOHNS,fl,32145,,17a8b7dbbdeeb645
580,-81.23336,28.9467784,1600,dr martin luther king blvd,,DELTONA,VOLUSIA,fl,32725,,cf679b946c04b87f
581,-81.0291863,29.2091041,120,n  dr martin luther king jr blvd,,DAYTONA BEACH,VOLUSIA,fl,32114,,40ff4d4ba4c19de6
582,-81.0282,29.208027,110,s  dr martin luther king jr blvd,,DAYTONA BEACH,VOLUSIA,fl,32114,,a2d18f119d5e0d79
583,-81.0291229,29.209069399999997,120,n  martin luther king blvd,,DAYTONA BEACH,VOLUSIA,fl,32114,,822417d7fb503201
584,-81.0283102,29.207588,112,s  martin luther king blvd,,DAYTONA BEACH,VOLUSIA,fl,32114,,8eb4204d84bd5a03
585,-82.567841,27.524345,1202,dr martin luther king jr pl,,PALMETTO,MANATEE,fl,34221,,775f93aaeddc3148
586,-82.537245,27.491889,2121,martin luther king ave e,,BRADENTON,MANATEE,fl,34208,,4907681c2f3d215d
587,-82.52588349999999,27.359499800000002,2214,dr martin luther king jr way,,SARASOTA,SARASOTA,fl,34234,,ef3df09f3b27dd88
588,-82.11456,27.050557,4515,luther ave,,NORTH PORT,SARASOTA,fl,34288,,ae15371e36b2d774
589,-81.965473,27.895046,110,dr mlk jr ave ne,,MULBERRY,POLK,fl,33860,,1d32b62094536320
590,-81.96557,27.896459999999998,300,dr mlk jr ave se,,MULBERRY,POLK,fl,33860,,41cdac0f44ba2941
591,-81.8733012,29.684307500000003,136,luther dr,,Interlachen,,fl,32148,SID-14666,df596e40a06b8c22
592,-81.6841493,29.997535600000003,610,martin luther king jr blvd,,GREEN COVE SPRINGS,,fl,32043,,3ba85332ed3a2a26
593,-81.83207309999999,30.5667461,618291,dr martin luther king jr ave,,Town of Callahan,,fl,,,59d2d97e8063ff7d
594,-81.826752,30.5730984,,dr martin luther king jr av,,Unincorporated Nassau County,,fl,,,ab14aae3701d6d7c
595,-81.82555550000001,30.5713392,45055,luther st,,Unincorporated Nassau County,,fl,,,101f60d27ea70aab
596,-82.4885266,29.7915837,13431,martin luther king blvd,,high-springs-alachua,alachua,fl,,,8255bf1bd55dceb0
597,-82.42469009999999,29.770087,12427,martin luther king hwy,,high-springs-alachua,alachua,fl,,,aa887f919e002c7a
598,-82.4237558,29.7681125,12330,nw martin luther king hwy,,high-springs-alachua,alachua,fl,,,d804c07f0c8175b9
599,-82.5925672,29.822899600000003,25,se martin luther king hwy,,high-springs-alachua,alachua,fl,,,f52ec7de8f287575
600,-82.59285109999999,29.8232417,10,se martin luther king dr,,high-springs-alachua,alachua,fl,,,967cf05c230f5496
601,-85.5972929,30.130155199999997,924,luther st,,panama-city,bay,fl,,,2248fa2c79bdd5fc
602,-85.6506292,30.1639168,,martin luther king blv,,panama-city,bay,fl,,,812fab6510a8f01b
603,-80.7265262,28.328790899999998,1154,luther dr,,cocoa-rockledge,brevard,fl,,,02e28cd648d51d00
604,-85.03997890000001,30.436181199999996,20984,martin luther king dr se,,blountstown,calhoun,fl,,,3942886ab55e928a
605,-85.0395479,30.436167600000005,505,martin luther king dr,,blountstown,calhoun,fl,,,38e46e6ca96bb5b6
606,-85.04036440000002,30.4361797,,martin luther king,,blountstown,calhoun,fl,,,92daf2927094270e
607,-85.0408636,30.4355717,20939,martin luther king ave se,,blountstown,calhoun,fl,,,88b70e2ed2258de7
608,-85.0364436,30.435786100000005,21191,martin luther king blvd se,,blountstown,calhoun,fl,,,75b7ca5c9701eda0
609,-85.0391813,30.436266399999997,21032,martin luther king bv se,,blountstown,calhoun,fl,,,599289978bc4ff83
610,-82.0313948,26.994702,2290,luther rd,,port-charlotte,charlotte,fl,,,6ba0693db480eccd
611,-82.0262515,26.9876132,2511,luther rd -unit 1011,,port-charlotte,charlotte,fl,,,159228a36d6ffa6d
612,-82.0288427,26.990916100000003,2465,luther rd -bldg cell twr,,port-charlotte,charlotte,fl,,,2d03623526ccd6fe
613,-82.042402,26.933878999999997,602,dr martin luther king jr blvd,,punta-gorda,charlotte,fl,,,42f495fada547790
614,-82.3293788,28.835559600000003,00100,dr martin luther kin ave,,inverness,citrus,fl,,,24c97037ec7e505f
615,-81.68954529999999,29.9961527,1102,martin luther king jr blvd,,green-cove-springs,clay,fl,,,f25c176305dde0ad
616,-81.86543,27.204943699999998,1401,martin luther king jr st sw,,arcadia-east,desoto,fl,,,366e8280da20a8c2
617,-81.8503168,27.2148435,222,luther ave n,,arcadia-east,desoto,fl,,,51400380aca092cf
618,-81.8509163,27.2106408,130,luther ave s,,arcadia-east,desoto,fl,,,18ce7fa8b3de0bfa
619,-81.70935279999999,30.3574647,,martin luther king jr pkwy,,jacksonville-west,duval,fl,,,21a6bdbff3eeee26
620,-81.9688226,30.312910499999997,964,martin luther king jr dr,,baldwin,duval,fl,,,db68ca48e02ffd25
621,-81.6364938,30.346074800000004,,martin luther king  jr pkwy,,jacksonville-west,duval,fl,,,f83f25b4d6ec9dca
622,-87.2174153,30.4476015,3435,dr martin luther king jr dr,,pensacola,escambia,fl,,,a47e12112bb45276
623,-87.21754279999999,30.447989500000002,3455,n dr martin luther king dr,,pensacola,escambia,fl,,,6be466e6f29f43e5
624,-87.21776440000001,30.447449199999998,3435,n dr martin luther king dr rear,,pensacola,escambia,fl,,,5e5fd2a18c2aeb0e
625,-87.2145629,30.436636199999995,2300,dr martin luther king jr,,pensacola,escambia,fl,,,829899c8a4ef8783
626,-87.21450920000001,30.438004,2400,dr martin luther king jr blk,,pensacola,escambia,fl,,,7d4e58f68ac5ff70
627,-87.2145795,30.4367172,2300,2300blk dr martin luther king jr,,pensacola,escambia,fl,,,b5131f3e88f406ea
628,-87.2164604,30.44325,3001,dr martin luther king jr dr a,,pensacola,escambia,fl,,,e7203ba6188299e2
629,-87.2170058,30.4460428,3300,dr martin luther king jr dr blk,,pensacola,escambia,fl,,,da02c88700fa879b
630,-87.2137458,30.4292785,1513,dr martin luther king jr 1/2,,pensacola,escambia,fl,,,2d2abd1d7f9c2dba
631,-87.2129377,30.4251826,1101,n dr martin luther king jr dr,,pensacola,escambia,fl,,,db1523d5b16eafed
632,-81.2542615,29.462768199999996,45,e martin luther king jr blvd,,bunnell,flagler,fl,,,447542cbafecc5cb
633,-84.9939097,29.7270645,123,martin luther king ave,,apalachicola,franklin,fl,,,f242007d5a60a8cd
634,-85.3042153,29.8210656,418,martin luther king jr blv,,port-st-joe,gulf,fl,,,b0a85e05babb9d6d
635,-85.3038998,29.8223276,603,605 607 martin luther king jr blv,,port-st-joe,gulf,fl,,,19e94192bf5a59c0
636,-85.3037963,29.819823,201,203207 martin luther king jr blv,,port-st-joe,gulf,fl,,,4fa52dccfe548667
637,-85.3041995,29.821862699999997,514,514-524 martin luther king blvd,,port-st-joe,gulf,fl,,,e0d42ebbff9330fc
638,-85.30388409999999,29.8215396,509,511 513 martin luther king blvd,,port-st-joe,gulf,fl,,,4ec019589e72259b
639,-85.3037066,29.8200345,311,311a311b martin luther king blvd,,port-st-joe,gulf,fl,,,3d4211b3ff69f9b8
640,-85.30419959999999,29.819150699999998,202,204206 martin luther king blvd,,port-st-joe,gulf,fl,,,926e952eb4d88035
641,-82.9546757,30.5174794,808,martin luther king blvd sw,,jasper,hamilton,fl,,,8708802fc422713b
642,-82.95056509999999,30.517761100000005,305,martin luther king dr sw,,jasper,hamilton,fl,,,e9298245230681a9
643,-81.8016118,27.545301399999996,310,martin luther king jr ave,,wauchula,hardee,fl,,,213d4d3064dcc1a4
644,-82.35685620000001,27.9814582,,e martin luther king blvd,,brandon,hillsborough,fl,,,b44303789d15ec62
645,-82.447202,27.9818068,1028,e dr martin luther king jr blvd,,tampa,hillsborough,fl,,,f90a5823348b6bab
646,-82.48186770000001,27.981047600000004,2130,w dr martin luther king jr blvd,,tampa,hillsborough,fl,,,91fd156064a66176
647,-82.482089,27.981068100000005,,w martin luther king blvd,,tampa,hillsborough,fl,,,138564968a49a95f
648,-82.2969215,27.981282,11911,e dr martin luther king jr bv,,brandon,hillsborough,fl,,,e272a972357f1fba
649,-82.1245595,28.0143436,,s martin luther king blvd,,plant-city,hillsborough,fl,,,beab486ae5561f4c
650,-82.1223083,28.014263699999997,115,e dr  martin luther king jr blvd,,plant-city,hillsborough,fl,,,5c99ec1364f77a10
651,-82.11271550000001,28.014899600000003,1106,e dr martin luther king jr st,,plant-city,hillsborough,fl,,,7907616f0dda50d2
652,-82.1018765,28.015397200000002,2003,dr martin luther king jr st,,plant-city,hillsborough,fl,,,4881b66064bcc30e
653,-82.1140183,28.0145137,,e dr matrin luther king jr blvd,,plant-city,hillsborough,fl,,,4c39ae02d6ec0d6d
654,-82.1128613,28.014493800000004,1303,e martin luther king st,,plant-city,hillsborough,fl,,,0bde46a686506c0e
655,-82.1279251,28.013789000000003,702,w martin luther king jr blvd,,plant-city,hillsborough,fl,,,9d85c663caacca39
656,-82.1299317,28.0136563,802,w martin luther king jr bv,,plant-city,hillsborough,fl,,,1f76da0f76a9bb52
657,-82.1340165,28.012092499999998,1201,dr martin luther king jr av,,plant-city,hillsborough,fl,,,e23a5be08ed2a496
658,-82.12349379999999,28.0140724,109,109-113 martin luther king bv,,plant-city,hillsborough,fl,,,f6fa60c32ec3657e
659,-82.19931170000001,27.999600800000003,15030,e dr martin luther king jr & sumne,,plant-city,hillsborough,fl,,,515cfbac32227d3a
660,-82.1702242,28.007270399999996,4612,dr. martin luther king jr blvd,,plant-city,hillsborough,fl,,,ee4f98753f0967ba
661,-82.1951769,27.9978686,15309,dr  martin luther king blvd,,plant-city,hillsborough,fl,,,11e8399e27688155
662,-82.2285181,27.9927209,13780,e dr martin luther king jr & mott,,plant-city,hillsborough,fl,,,22cf5e23f4e24078
663,-82.4313585,27.9817018,2418,e dr martin luther king jr blvd a b,,tampa,hillsborough,fl,,,123bac16d33a0f32
664,-82.4275253,27.9816433,2908,e dr martin luther king jr blvd 1/2,,tampa,hillsborough,fl,,,45c131e8fd668a3d
665,-82.479986,27.9810868,1936,w dr martin luther king jr blvd 102,,tampa,hillsborough,fl,,,4c61dbb09c4f3589
666,-82.5075477,27.979265100000003,3802,w dr martin luther king jr bv,,tampa,hillsborough,fl,,,12fe9db213d6d691
667,-82.3696595,27.9816959,,e dr  martin luther king bv,,tampa,hillsborough,fl,,,0d54380fea6e8f00
668,-82.47995809999999,27.9810869,1936,w dr martin luther king jr blvd 201,,tampa,hillsborough,fl,,,265c8ceec55b4d07
669,-82.4799952,27.9810785,1936,w dr martin luther king jr blvd 202,,tampa,hillsborough,fl,,,340bb1d792c259f5
670,-82.4799953,27.981086699999995,1936,w dr martin luther king jr blvd 101,,tampa,hillsborough,fl,,,2d24c2f4a0491fbf
671,-82.4799673,27.981078600000004,1936,w dr martin luther king jr blvd 205,,tampa,hillsborough,fl,,,2727bf097f3ab680
672,-82.2964296,27.982796,,e martin luther king bv,,brandon,hillsborough,fl,,,434ca600fc39795f
673,-82.47995809999999,27.981078600000004,1936,w dr martin luther king jr blvd 206,,tampa,hillsborough,fl,,,e9d802ea39d34154
674,-82.3019125,27.981115399999997,11703,e dr martin luther king jr av,,brandon,hillsborough,fl,,,f725ad6b01997c9d
675,-82.3917244,27.982886600000004,5804,dr martin luther king jr blvd 1/2,,tampa,hillsborough,fl,,,df35590389fb034b
676,-82.4453233,27.981769699999997,1222,e dr martin luther king jr blvd a e,,tampa,hillsborough,fl,,,198e72323f4216ed
677,-82.4799859,27.9810785,1936,w dr martin luther king jr blvd 203,,tampa,hillsborough,fl,,,b06995d8fd9d5041
678,-82.4799674,27.9810868,1936,w dr martin luther king jr blvd 104,,tampa,hillsborough,fl,,,d31a2725434a0236
679,-82.29374150000001,27.981064,1208,dr martin luther king jr bv,,brandon,hillsborough,fl,,,6f598b71674f6883
680,-82.2154287,27.996170399999997,14416,dr martin luther king blvd,,plant-city,hillsborough,fl,,,fc857e30c1886dd3
681,-82.4566476,27.981768900000002,,e dr martin luther king blvd,,tampa,hillsborough,fl,,,ddfbf7d8d5d9f0e0
682,-82.4799767,27.9810868,1936,w dr martin luther king jr blvd 103,,tampa,hillsborough,fl,,,167851d1e0778e93
683,-82.4394133,27.981918699999998,1798,e martin luther kning blvd,,tampa,hillsborough,fl,,,646da83da053cfbd
684,-82.4799767,27.9810785,1936,w dr martin luther king jr blvd 204,,tampa,hillsborough,fl,,,60f1f71a29e038ca
685,-82.128027,28.0137642,704,w dr martin luther king,,plant-city,hillsborough,fl,,,85d386b6a1ec457e
686,-82.12672409999999,28.0140168,1111,w dr martin luther king jr st,,plant-city,hillsborough,fl,,,4cb35beadf8bdb08
687,-82.3003653,27.983519399999995,11724,e dr martin luther king jr blvd 11,,brandon,hillsborough,fl,,,5eb06c18f0c15e06
688,-82.2931021,27.9819977,,w martin luther king bv,,brandon,hillsborough,fl,,,9b2cdf98934663d3
689,-82.1318457,28.013335100000003,1002,w dr  martin luther king jr st,,plant-city,hillsborough,fl,,,bae56dcef332cf7f
690,-82.1280504,28.0132451,603,w dr  martin luther king jr blvd,,plant-city,hillsborough,fl,,,e1584713339f530b
691,-82.47039840000001,27.981422,800,w martin luther king blvd 1,,tampa,hillsborough,fl,,,1856ca2deb1bf34d
692,-82.4703705,27.981422100000003,800,w martin luther king blvd 4,,tampa,hillsborough,fl,,,7416d22cb4c9c50c
693,-82.3042267,27.9805928,11607,e martin luther king,,brandon,hillsborough,fl,,,16c6753b93602774
694,-82.44238809999999,27.9809787,1501,dr martin luther king jr blvd e,,tampa,hillsborough,fl,,,5ed24231534f59f6
695,-82.2822023,27.982448699999996,421,w martin luther king,,brandon,hillsborough,fl,,,a1f9d1aaed10cf16
696,-85.67758990000002,30.7901956,209,martin luther king jr av,,bonifay,holmes,fl,,,0a2d57f7c71516be
697,-85.673956,30.790109,511,martin luther king dr e,,bonifay,holmes,fl,,,99ca98c3110b7d8c
698,-85.92168290000001,30.7292714,1681,james luther st,,west-holmes,holmes,fl,,,5aa52d0604e88a99
699,-85.4140638,30.8942789,,martin luther king st,,cottondale,jackson,fl,,,7748e8dee8d8646f
700,-83.771772,30.577101000000003,208,luther fountain dr,,monticello,jefferson,fl,,,648f6aeb9fd2645b
701,-83.76838659999999,30.5777733,,luther fountain rd,,monticello,jefferson,fl,,,7fcf7d223ffcd6fc
702,-83.863075,30.543987199999997,380,s martin luther king jr ave,,monticello,jefferson,fl,,,57c35e072d4faada
703,-81.8472217,26.6400468,3218,3218/3220 dr martin luther king jr blvd,,fort-myers,lee,fl,,,24d7dac856cba400
704,-81.8681196,26.640632699999998,2220,2220/2232 dr martin luther king jr blvd,,fort-myers,lee,fl,,,6136a10c9c57477d
705,-81.8716338,26.641154600000004,2075,2075-2115 dr martin luther king jr blvd,,fort-myers,lee,fl,,,f4ede451e2469b41
706,-81.8066372,26.6380705,5301,5301-5321 dr martin luther king jr blvd,,fort-myers,lee,fl,,,1adddd5d8a2159ac
707,-81.8144142,26.640083899999997,4901,4901/4911 dr martin luther king jr blvd,,fort-myers,lee,fl,,,c06373b398a761e9
708,-81.845113,26.640747100000002,3340,3340/3346 dr martin luther king jr blvd,,fort-myers,lee,fl,,,f6305b6218f8f7ff
709,-81.84334,26.641510200000003,3429,3429/3433 dr martin luther king jr blvd,,fort-myers,lee,fl,,,f3c916c79cc2d9a6
710,-81.8590543,26.641354200000002,2649,2649/2653 dr martin luther king jr blvd,,fort-myers,lee,fl,,,3849838fecbc1d9c
711,-81.8414882,26.6415489,3511,3511-3535 dr martin luther king jr blvd,,fort-myers,lee,fl,,,f9a00dc12a0177f2
712,-81.85355340000001,26.640664500000003,2934,2934/2936 dr martin luther king jr blvd,,fort-myers,lee,fl,,,9a0afcd96ae65616
713,-81.8336412,26.6424152,3901,3901-03-05 dr martin luther king jr blvd,,fort-myers,lee,fl,,,7f341898959f8f3c
714,-81.83542290000001,26.642654200000003,3801,3801/3805 dr martin luther king jr blvd,,fort-myers,lee,fl,,,15543b779e2e8606
715,-84.5696778,30.4167716,,luther hall rd,,southwest-leon,leon,fl,,,74693a773a6701d4
716,-84.2858091,30.4584842,1416,n martin luther king jr blvd unit 1,,tallahassee-central,leon,fl,,,8212f1d25de63043
717,-84.94037440000001,30.546550899999996,4626,martin luther king rd nw,,west-liberty,liberty,fl,,,0342eea4c6d13b69
718,-84.9540285,30.5441936,,martin luther king rd,,west-liberty,liberty,fl,,,308ad6f43cffa5c6
719,-83.37211590000001,30.462732300000003,288,se luther dr,,madison,madison,fl,,,d0b221fac6983bce
720,-83.6342872,30.458499800000002,242,sw martin luther king st,,greenville,madison,fl,,,ab0fe2cb699a4791
721,-83.6331674,30.458730199999998,,vacant sw martin luther king st,,greenville,madison,fl,,,5e5d0cffad92fe66
722,-83.3714371,30.4638985,,vacant se luther dr,,madison,madison,fl,,,a51d987337ac9d90
723,-82.5681427,27.524771500000003,1232,dr martin luther king jr pl,,palmetto,manatee,fl,,,f009a1e1692c51c4
724,-82.1527959,29.179926000000002,706,martin luther king j,,ocala,marion,fl,,,780e6e1575e03c98
725,-82.1538541,29.1758882,1260,sw martin luther king ave,,ocala,marion,fl,,,64b18602e6b28ab5
726,-82.15263409999999,29.2044977,1710,nw martin luther king ave,,ocala,marion,fl,,,414073650d22e564
727,-82.15273459999999,29.182724199999996,410,sw martin luther king a,,ocala,marion,fl,,,77bfeb31fd7d7f1b
728,-82.1528949,29.1878975,206,nw martin luther king j,,ocala,marion,fl,,,d0dc43c65559c13b
729,-82.15271070000001,29.1889257,254,nw martin luther king,,ocala,marion,fl,,,8372497fb67cf171
730,-82.1525665,29.214999600000006,2750,nw martin luther king a,,ocala,marion,fl,,,315675beeb9c6dbc
731,-80.2419859,27.193304700000002,720,se martin luther king jr blvd,,stuart,martin,fl,,,0ab0e165982465a1
732,-80.2381235,27.1941077,907,se martin luther king blvd,,stuart,martin,fl,,,6b6d706a701a9f29
733,-80.2382136,27.1936005,908,martin luther king bv,,stuart,martin,fl,,,b55a01c4af8f1cb9
734,-80.2384443,27.1936017,906,se martin luther king bv,,stuart,martin,fl,,,47d88f8c3f7a0f4c
735,-80.2401064,27.1923285,800,se martin luther king jr blvd 830,,stuart,martin,fl,,,1915bff7a628d25c
736,-80.252178,27.194177500000002,13,se martin luther king jr blvd 15,,stuart,martin,fl,,,9f60916413e834d1
737,-80.24757779999999,27.1936415,320,martin luther king jr. blvd,,stuart,martin,fl,,,251734807b871ec9
738,-81.8311892,30.5672172,,dr martin luther king jr ave,,callahan-hilliard,nassau,fl,,,4ee3a3ad141ed29a
739,-81.824745,30.5732164,618620,martin luther king av,,callahan-hilliard,nassau,fl,,,aeefc623fe4411ce
740,-86.5688093,30.756127799999998,157,martin luther k blvd,,crestview,okaloosa,fl,,,c0175e1b80e7ea83
741,-86.5691685,30.756632399999997,136,martin luther king jr ave a & b,,crestview,okaloosa,fl,,,3443409509963c29
742,-86.5692531,30.7564542,194,martin luther king ave w,,crestview,okaloosa,fl,,,c446cc453b1b2050
743,-86.57209240000002,30.754600399999994,490,martin luther king jr.,,crestview,okaloosa,fl,,,a6d3d339a9d22241
744,-86.5711401,30.755342699999996,398,martin luther king blvd w,,crestview,okaloosa,fl,,,fa520312db98eb14
745,-86.5770108,30.7529398,1005,martin luther king jr ave a-1,,crestview,okaloosa,fl,,,4fa0d2ee6c580874
746,-86.5770784,30.752934399999997,1005,martin luther king jr ave a-2,,crestview,okaloosa,fl,,,62a5d86601134d4e
747,-86.5771469,30.7529288,1005,martin luther king jr ave a-3,,crestview,okaloosa,fl,,,55945647cc05ddf5
748,-86.5772079,30.7529239,1005,martin luther king jr ave a-4,,crestview,okaloosa,fl,,,513c973833946851
749,-86.5772528,30.7529029,1005,martin luther king jr ave a-5,,crestview,okaloosa,fl,,,57f533b09491b4d6
750,-86.5773087,30.7529158,1005,martin luther king jr ave a-6,,crestview,okaloosa,fl,,,762c8a2b57dcbaf3
751,-86.577384,30.7529212,1005,martin luther king jr ave a-7,,crestview,okaloosa,fl,,,92f25b8a8f5b6f6a
752,-86.5774416,30.752870299999998,1005,martin luther king jr ave a-8,,crestview,okaloosa,fl,,,8bfba381d57993cd
753,-86.57695749999999,30.7525105,1005,martin luther king jr ave c-1,,crestview,okaloosa,fl,,,5a4e45607228a105
754,-86.5770234,30.7525046,1005,martin luther king jr ave c-2,,crestview,okaloosa,fl,,,9d5adea212e89acf
755,-86.5770921,30.7524984,1005,martin luther king jr ave c-3,,crestview,okaloosa,fl,,,f18a894fb61fafb7
756,-86.57715300000001,30.7524929,1005,martin luther king jr ave c-4,,crestview,okaloosa,fl,,,90a18a4c5d817021
757,-86.5771989,30.752504499999997,1005,martin luther king jr ave c-5,,crestview,okaloosa,fl,,,150d22df16e1966c
758,-86.5772522,30.752483899999998,1005,martin luther king jr ave c-6,,crestview,okaloosa,fl,,,698d95a44a37c0ec
759,-86.5773258,30.752465899999997,1005,martin luther king jr ave c-7,,crestview,okaloosa,fl,,,41fd873a0d956bdc
760,-86.5773954,30.752486800000003,1005,martin luther king jr ave c-8,,crestview,okaloosa,fl,,,e6601b306da51fad
761,-86.5776426,30.752852500000003,1005,martin luther king jr ave b-1,,crestview,okaloosa,fl,,,697ef7e6a1765b5c
762,-86.5776353,30.752794800000004,1005,martin luther king jr ave b-2,,crestview,okaloosa,fl,,,d9db3c572fe0d634
763,-86.57762790000001,30.7527364,1005,martin luther king jr ave b-3,,crestview,okaloosa,fl,,,4a91d21a2cfa3e05
764,-86.57762120000001,30.7526832,1005,martin luther king jr ave b-4,,crestview,okaloosa,fl,,,7596c071bf5ff5ad
765,-86.5776162,30.7526442,1005,martin luther king jr ave b-5,,crestview,okaloosa,fl,,,390114655f46ba4b
766,-86.5776095,30.752591100000004,1005,martin luther king jr ave b-6,,crestview,okaloosa,fl,,,6f877b8dd6bf26f3
767,-86.5776011,30.752524100000002,1005,martin luther king jr ave b-7,,crestview,okaloosa,fl,,,05d46a4bcce7c162
768,-86.5775955,30.752480100000003,1005,martin luther king jr ave b-8,,crestview,okaloosa,fl,,,b33e219fd0d1e19d
769,-86.5776076,30.752426399999997,1005,martin luther king jr ave b-9,,crestview,okaloosa,fl,,,91f1938ed0a4ab2b
770,-86.57808890000001,30.7528029,1005,martin luther king jr ave d-1,,crestview,okaloosa,fl,,,475b31435e2a0d14
771,-86.5780813,30.752744500000002,1005,martin luther king jr ave d-2,,crestview,okaloosa,fl,,,c2eb5b856f9cf2aa
772,-86.5780745,30.752691700000003,1005,martin luther king jr ave d-3,,crestview,okaloosa,fl,,,b3388fe7a866cd0c
773,-86.57806679999999,30.7526325,1005,martin luther king jr ave d-4,,crestview,okaloosa,fl,,,e3aa05fac2d3b685
774,-86.5780599,30.752579700000002,1005,martin luther king jr ave d-5,,crestview,okaloosa,fl,,,ec739532d2f55b2d
775,-86.5780373,30.752539799999997,1005,martin luther king jr ave d-6,,crestview,okaloosa,fl,,,f6b97fa5cec864a0
776,-86.5780594,30.752485399999998,1005,martin luther king jr ave d-7,,crestview,okaloosa,fl,,,9c157fe21a57f5c1
777,-86.5780397,30.752423699999998,1005,martin luther king jr ave d-8,,crestview,okaloosa,fl,,,9c61d24dfee103c0
778,-86.57801500000001,30.7523684,1005,martin luther king jr ave d-9,,crestview,okaloosa,fl,,,52230df1ae850633
779,-86.5782618,30.752782399999997,1005,martin luther king jr ave e-1,,crestview,okaloosa,fl,,,e839d0e949c9e70d
780,-86.5783297,30.752795799999998,1005,martin luther king jr ave e-2,,crestview,okaloosa,fl,,,d7f5bf71753a5ed6
781,-86.5783939,30.752782699999997,1005,martin luther king jr ave e-3,,crestview,okaloosa,fl,,,f3913635b1531b2d
782,-86.578453,30.752750300000002,1005,martin luther king jr ave e-4,,crestview,okaloosa,fl,,,5f62ef35c8f55f91
